book_id,title,author,rating,ratings_count,reviews_count,description,genres,pages,format,publication_date,literary_awards,original_title,series,setting,characters,isbn,language																																																																																																																												
122,The Power of One,Bryce Courtenay,4.36,94816,6300,"In 1939, as Hitler casts his enormous, cruel shadow across the world, the seeds of apartheid take root in South Africa. There, a boy called Peekay is born. His childhood is marked by humiliation and abandonment, yet he vows to survive and conceives heroic dreams, which are nothing compared to what life actually has in store for him. He embarks on an epic journey through a land of tribal superstition and modern prejudice where he will learn the power of words, the power to transform lives and the power of one.","Fiction, Historical Fiction, Africa, Book Club, Classics, South Africa, Coming Of Age, Historical, Young Adult, Novels",544,Paperback,"September 29, 1996",West Australian Young Readers' Book Award (WAYRBA),The Power of One,The Power of One,South Africa,"""Doc"" Bradley Stanwick, Peekay, Geel Piet, Morris Levy, The Judge, Mrs. Boxall, Miss Bornstein",9780345410054,English																																																																																																																												
123,The Power of One,Bryce Courtenay,4.36,94816,6300,"In 1939, hatred took root in South Africa, where the seeds of apartheid were newly sown. There a boy called Peekay was born. He spoke the wrong languageвЂ“English. He was nursed by a woman of the wrong colorвЂ“black. His childhood was marked by humiliation and abandonment. Yet he vowed to surviveвЂ“he would become welterweight champion of the world, he would dream heroic dreams. But his dreams were nothing compared to what awaited him. For he embarked on an epic journey, where he would learn the power of words, the power to transform lives, and the mystical power that would sustain him even when it appeared that villainy would rule the world: The Power of One.Episodic and bursting with incident, this sprawling memoir of an English boy's lonely childhood in South Africa during WW II pays moderate attention to questions of race but concerns itself primarily with epic melodrama.--Publishers Weekly","Fiction, Historical Fiction, Africa, Book Club, Classics, South Africa, Coming Of Age, Historical, Young Adult, Novels",304,Hardcover,"September 13, 2005",West Australian Young Readers' Book Award (WAYRBA),The Power of One,The Power of One,South Africa,"""Doc"" Bradley Stanwick, Peekay, Geel Piet, Morris Levy, The Judge, Mrs. Boxall, Miss Bornstein",9780385732543,English																																																																																																																												
124,Lose Weight with The Power of One: A Motivational Journey to Nutritional Sanity,Stephen Moss,4.25,12,2,"Lose Weight with The Power of One does a U-turn on diets. This weightloss guide, written in the form of a novel, is being touted by Weightloss and Fitness Professionals as an important and exciting breakthrough in the battle against obesity. Unlike any diet, this book puts control of your eating in your hands, and not in the hands of others, by offering eight broad strategies that are formulated to be individually personalized by each reader, thus no two ""Power of One"" programmes are exactly alike. Each strategy is designed to be tailored to the needs, circumstances, and cravings of the reader, and to be integrated into the readerпїЅs life at the pace they choose. This is not a diet book. It is not padded with pseudoscientific jargon, graphs, charts, or recipes. In its quickly-paced, hard-to-put-down format, it is a guide that will motivate and inspire you into beginning - and completing - your weightloss journey. Lose Weight with The Power of One is a true return to nutritional sanity, and sets a refreshing new standard in the fight against obesity.",,256,Paperback,"July 24, 2003",,Lose Weight with The Power of One: A Motivational Journey to Nutritional Sanity,,,,9780973322804,English																																																																																																																												
125,The Power of One: Daisy Bates and the Little Rock Nine,Judith Bloom Fradin,4.34,53,9,"Drawing from papers and correspondence, a biography with period photos offers the story of the mentor of the nine black children of Little Rock and her many accomplishments as a civil rights leader in the years following this historic event.","Nonfiction, Biography, Childrens, American History, History",178,Hardcover,"January 01, 2004",,The Power of One: Daisy Bates and the Little Rock Nine,,,Daisy Bates,9780618315567,English																																																																																																																												
126,The Power of One,Bryce Courtenay,4.36,94816,6300,"In 1939, as Hitler casts his enormous, cruel shadow across the world, the seeds of apartheid take root in South Africa. There, a boy called Peekay is born. His childhood is marked by humiliation and abandonment, yet he vows to survive and conceives heroic dreams, which are nothing compared to what life actually has in store for him. He embarks on an epic journey through a land of tribal superstition and modern prejudice where he will learn the power of words, the power to transform lives and the power of one.","Fiction, Historical Fiction, Africa, Book Club, Classics, South Africa, Coming Of Age, Historical, Young Adult, Novels",,Audio Cassette,"January 28, 2004",West Australian Young Readers' Book Award (WAYRBA),The Power of One,The Power of One,South Africa,"""Doc"" Bradley Stanwick, Peekay, Geel Piet, Morris Levy, The Judge, Mrs. Boxall, Miss Bornstein",9781876584856,English																																																																																																																												
127,Powers Unlimited One: A Sourcebook for Heroes Unlimited,Carmen Bellaire,4.13,24,1,"Hollywood loves super-heroes and so do we. Power Unlimited One explores new potential super abilities by presenting scores of Minor and Major super abilities. Put more oomph into your Heroes Unlimited characters. Over 160 new super abilities, plus power subsets and other data.",,96,Paperback,"January 01, 2003",,Powers Unlimited One: A Sourcebook for Heroes Unlimited,Heroes Unlimited,,,9781574570878,English																																																																																																																												
128,The Power of One Christlike Life,Francis Frangipane,4.22,49,5,"If you're on the verge of giving up on sinners, or if you've already resigned from the battle against evil, Francis Frangipane has a hopeful message that will cause you to fall to your knees and intercede with love and mercy on the behalf of sinners. Twelve brief biographies of outstanding Christians, including John Wesley, William Booth, and George Mller, provide real-life examples of the ability of a godly intercessor to impact the world for Christ. As you seek God's mercy for others, you will find His mercy for yourself and be transformed in the process. Discover the power waiting to be released by one Christlike life.",,159,Paperback,"July 01, 2000",,The Power of One Christlike Life,,,,9780883686287,English																																																																																																																												
129,"The Power Of One: One Person, One Rule, One Month",John C. Maxwell,4.16,25,2,"In this 30-day companion workbook to There's No Such Thing as ""Business"" Ethics, bestselling author John C. Maxwell demonstrates how we can live with integrity by using the Golden Rule as our standard-in business and in life. In fact, Maxwell suggests the higher standard of exceeding the Golden Rule-by treating people better than they treat us, helping those who cannot help us, doing right when it is natural to do wrong, and keeping promises, even when it hurts.An ethics guide for any situation, each ""day"" of The Power of One offers a Drilling Down section which features a case study or story that illustrates the day's topic, Summarizing Principles on the subject, penetrating questions for Making Evaluation, and points of application for Taking Action. Maxwell reveals the factors that can ""tarnish"" the Golden Rule and teaches how to develop the Midas touch in personal integrity.","Business, Leadership, Self Help",238,Paperback,"November 03, 2004",,"The Power of One: One Person, One Rule, One Month",,,,9780785260059,English																																																																																																																												
130,The Power of an Hour: Business and Life Mastery in One Hour a Week,Dave Lakhani,3.31,255,28,"Praise for The Power of an Hour ""The master at getting what you want from others now tells us how to get what we want from ourselves! This is really a great book, and I recommend it highly-for you, for your team, and for your children."" -Bob Burg, author, Endless Referrals ""If you want to make predictable, systematic change in your life or your business, buy this book. Each chapter is a stand-alone system that results in powerful change . . . fast."" -David Hancock, The Entrepreneurial Publisher, CEO, Morgan James Publishing ""Dave's methods helped me take my business from $0 to $10 million in sales.If you're a creative business owner who wants total focus and massive success, run, don't walk, and get this book!"" -Stephanie Frank, author, The Accidental Millionaire ""The Power of an Hour is a mighty powerful way to sort out your financesby first sorting out yourself!"" -Mark Joyner, #1 bestselling author, The Irresistible Offer ""The disease of the twenty-first century, no matter who you are or what you do, is Time Deficit Disorder. Dave Lakhani offers a brilliant solution in this book.Get it and take the cure-you'll be surprised how much better you feel!"" -David Garfinkel, author, Customers on Demand","Business, Self Help, Nonfiction, Productivity, Audiobook, Personal Development",224,Hardcover,"May 19, 2006",,The Power of an Hour: Business and Life Mastery in One Hour a Week,,,,9780471780939,English																																																																																																																												
131,"The Power of One: The Solo Play for Playwrights, Actors, and Directors",Louis E. Catron,3.74,19,1,"This book demonstrates techniques of writing, acting, and directing that encourage the reader to create a personal theatrical experience.",,240,Paperback,"February 07, 2000",,,,,,9780325001531,English																																																																																																																												
132,"How to Buy, Sell & Profit on eBay: Kick-Start Your Home-Based Business in Just Thirty Days",Adam Ginsberg,3.52,98,8,"A lively insider's guide to starting a successful small business selling items old and new on eBay, written with personal anecdotes, wellвЂ“kept secrets, and insider tips by Adam Ginsberg, eBay's most successful private salesperson.This is the insider's guide to making money on eBay. Adam Ginsberg is the most successful seller on eBay, moving around a million dollars' worth of merchandise every month. Not only will he impart his personal secrets on how to sell on eBay вЂ“learned through years of experience вЂ“ and his tips on expanding your small business using eBay as a global market, but he'll also give fun sideвЂ“notes and anecdotes, keeping the book lively and making it a fun and interesting read.This book will be a mustвЂ“have for all current and aspiring eBay sellers, all smallвЂ“business owners, and anyone who wants to learn how to start a millionвЂ“dollar company.",,317,Paperback,"May 03, 2005",,"How to Buy, Sell & Profit on eBay: Kick-Start Your Home-Based Business in Just Thirty Days",,,,9780060762872,English																																																																																																																												
133,eBay for Dummies,Marsha Collier,3.53,238,23,"Thinking about buying or selling items on eBay? Whether you want to use eBay to make smart bids and win auctions or turn household clutter into cash, eBay for Dummies, Fifth Edition is your passport to the most successful trading community on the planet. Beginning with an overview of what eBay is and how to become a registered user, eBay for Dummies helps you discover how you can:Search for items to buy and list items to sell on eBay Place a bid--and determine how much you should spend Use pictures and basic HTML to make your eBay listings more appealing Communicate well and close deals without a problem Identify auction terms (reserve price, starting bid, Buy It Now, etc.) Organize your transactions and interactions using the My eBay page Resolve buying and selling issues with eBay's Trust &amp	 Safety program And much more! Registering at eBay makes you part of a really unique community of people who like to collect, buy, and sell items of just about every kind! So if you're ready to join the millions of people who use their home computers to make great deals, buy cool stuff, and turn a profit, eBay for Dummies does all the legwork so you can sit back and let the bidding begin!","Reference, Nonfiction, Business, How To, Technology, Computers, Internet",386,Paperback,"October 30, 2006",,eBay for Dummies,,,,9780470045299,English																																																																																																																											
134,eBay PowerSeller Secrets: Insider Tips from eBay's Most Successful Sellers,Debra Schepp,3.58,65,5,"Learn from Hundreds of Top eBay Sellers Go beyond the basics and learn the trade secrets that have propelled the savviest entrepreneurs into eBay PowerSellers--those earning $1,000 to $150,000 per month or more through eBay auctions. Sharpen your skills with this healthy blend of time-tested business principles and the advice of real PowerSellers who share with you how they have achieved success. Get valuable advice on finding little-known sources for products, advertising your wares, managing inventory, collecting payments, keeping records, shipping, running an eBay Store, and much more. Plus, learn the keys to keeping your customers so happy theyвЂ™ll shop with you again and again. eBay PowerSeller Insider Tips from eBayвЂ™s Most Successful Sellers will help you effectively run a store that never closes, sells globally, and offers virtually unlimited income potential.",Business,408,Paperback,"September 24, 2004",,eBay PowerSeller Secrets: Insider Tips from eBay's Most Successful Sellers,,,,9780072258691,English																																																																																																																												
135,What to Sell on eBay and Where to Get It: The Definitive Guide to Product Sourcing for eBay and Beyond,Chris Malta,3.61,28,0,"If you want to build a profitable--and consistent--eBay business, you need to start with strategic product sourcing. What to Sell on eBay and Where to Get It reveals the same techniques used by the most successful e-commerce entrepreneurs and by major retail chains to determine what products will sell well and which suppliers will deliver those products for the best price. Learn to generate product ideas, research your markets, diversify your product line, and build a direct supply of inventory. Using the proven strategies in this book, youвЂ™ll be able to find the products that will fuel your business for the long term and skyrocket your sales!",,288,Paperback,"January 24, 2006",,What to Sell on eBay and Where to Get It: The Definitive Guide to Product Sourcing for eBay and Beyond,,,,9780072262780,English																																																																																																																												
136,Titanium eBay: A Tactical Guide to Becoming a Millionaire PowerSeller,Skip McGrath,4.17,70,6,"Take it to the next level.People who earn a living selling their wares through eBay are identified on the site as вЂњPowerSellersвЂќ and awarded formal designations based on their monthly gross merchandise sales. There's Bronze, Silver, Gold, and PlatinumвЂ”and at the very top of the food chain is the Titanium level, for those who generate gross monthly sales of $150,000 or more.Titanium eBay: A Tactical Guide to Becoming a Millionaire PowerSeller is for everyone who aspires to reach the highest level of success within eBay, whether they've been selling through eBay for years at the Platinum level and want to learn how to grow their business, or they're just starting out with ambitious plans. With over 60 chapters, coverage includes:вЂў OrganizationвЂў Product selection and pricingвЂў Advanced listing and selling strategiesвЂў Auction managementвЂў Brand building","Business, Nonfiction, Technology",560,Paperback,"June 06, 2006",,Titanium eBay: A Tactical Guide to Becoming a Millionaire PowerSeller,,,,9781592574339,English																																																																																																																												
137,Starting an eBay Business for Dummies,Marsha Collier,3.53,124,7,"Want to pick up extra cash? Explore opening an eBay store? Unload your dusty disco albums or the collection of antlers in the basement? Hey, those poor, dead deer could lead to a rich, lively career. Whether you want to build an eBay business from scratch or just want to make sure youвЂ™re up on eBayвЂ™s policy changes and taking advantage of new automation tools, this guide will have you selling successfully on eBay faster than you can say, вЂњgoingвЂ¦goingвЂ¦вЂќ Starting an eBay Business For Dummies 2 nd Edition gets you organized and in virtual business fast with step-by-step guidance Written by Marsha Collier, author of eBay For Dummies and eBay Bargain Shopping For Dummies, an eBay PowerSeller, columnist, and teacher at eBay University, this book is packed with time-saving, money-saving tips plus secret eBay hints to help you compete with the pros from the get go. It gives you inside information Complete with a glossary and index, Starting an eBay Business For Dummies 2 nd Edition is just what you need to get started selling on eBay, to graduate from occasional seller to PowerSeller, or to become a genuine eBay entrepreneur like the ten whose success stories are featured in this book!","Business, Nonfiction, Reference",408,Paperback,"September 17, 2004",,Starting an eBay Business for Dummies,,,,9780764569241,English																																																																																																																												
138,eBay: Top 100 Simplified Tips & Tricks,Julia Wilkinson,4,12,1,"You already know eBay basics. Now you'd like to go beyond with shortcuts, tricks, and tips that let you work smarter and faster. And because you learn more easily when someone shows you how, this is the book for you. Inside, you'll find clear, illustrated instructions for 120 tasks that reveal cool secrets, teach timesaving tricks, and explain great tips guaranteed to make your eBay experience more productive.",,260,Paperback,"January 01, 2006",,eBay: Top 100 Simplified Tips & Tricks,,,,9780471933823,English																																																																																																																												
139,eBay Timesaving Techniques for Dummies,Marsha Collier,3.35,23,2,"So, you've gotten started on eBay. You've made a few purchases and your first sale. You may have even built a moneymaking business. Now you're looking for ways to ratchet things up. You're looking for the insider tips and tricks for the easiest ways to take care of listing items, completing transactions, and keeping good records and you don't have the time to do all the research. eBay Timesaving Techniques For Dummies is the book for you. Marsha Collier, an eBay University instructor and best selling author of eBay For Dummies and Starting an eBay Business For Dummies , has collected the fastest and most effective techniques for finding items to sell, setting up your sales pages, pricing items to move, getting the word out about your business, collecting payments, shipping your item, and taking care of all the paperwork. Time is money after all. So why waste time when you can be making money on eBay. This book contains over 60 step-by-step techniques proven to add efficiency to your eBay operation.Includes coverage Solving problems quickly when they occur","Horror, Business",409,Paperback,"May 31, 2004",,eBay Timesaving Techniques for Dummies,,,,9780764559914,English																																																																																																																												
140,eBay Business All-in-One Desk Reference for Dummies,Marsha Collier,3.75,20,3,"Bestselling author Marsha Collier presents readers with an all-new guide that goes beyond all previous eBay business books, offering one-stop guidance on eBay techniques as well as entrepreneurial fundamentals. She provides in-depth coverage on the most critical eBay topics, including merchandise sourcing, marketing, advertising, and customer service.The minibooks that make up the guide cover eBay registration, navigation, and buying	 getting ready to sell	 digital photography and scanning for sales pages	 eBay selling and marketing	 getting legal and licensed	 using auction management software	 setting up an office (PCs, Internet, networking, and shipping)	 and PayPal.* Marsha Collier's eBay books have sold hundreds of thousands of copies and her Starting an eBay Business For Dummies is currently the bestselling eBay reference on the market* This one-stop reference examines not only eBay techniques and issues, but also the basic business strategies that people need to run any successful venture",Reference,864,Paperback,"April 25, 2005",,eBay Business All-in-One Desk Reference for Dummies,,,,9780764584381,English																																																																																																																					
141,Ruby Cookbook,Lucas Carlson,3.87,195,6,"Do you want to push Ruby to its limits? The Ruby Cookbook is the most comprehensive problem-solving guide to today's hottest programming language. It gives you hundreds of solutions to real-world problems, with clear explanations and thousands of lines of code you can use in your own projects. From data structures and algorithms, to integration with cutting-edge technologies, the Ruby Cookbook has something for every programmer. Beginners and advanced Rubyists alike will learn how to program with: If you need to write a web application, this book shows you how to get started with Rails. If you're a system administrator who needs to rename thousands of files, you'll see how to use Ruby for this and other everyday tasks. You'll learn how to read and write Excel spreadsheets, classify text with Bayesian filters, and create PDF files. We've even included a few silly tricks that were too cool to leave out, like how to blink the lights on your keyboard. The Ruby Cookbook is the most useful book yet written about Ruby. When you need to solve a problem, don't reinvent the wheel: look it up in the Cookbook.","Programming, Coding, Computers, Software, Technology, Nonfiction, Reference, Computer Science, Technical",906,Paperback,"August 22, 2006",,Ruby Cookbook,,,,9780596523695,English																																																																																																																												
142,Ruby Ann's Down Home Trailer Park Cookbook,Ruby Ann Boxcar,4.13,62,6,"""Food,"" says Ruby Ann Boxcar, ""is one thing all trailer park people have in common, followed by their undyin' love of Elvis and the reproduction of ugly children."" The recipes of trailer dwellers are unlike any others. Its been known to make men turn championship wrestling off, large women in double knit polyester slacks dance, and derelict children smile. That's why Ruby Ann has taken the time to write down her favorite recipes in an easy to read cookbook (The Down Home Trailer Park Cookbook	 A Twister Of Tasty Treats).This cookbook gives the reader a titillating guide to handed down recipes and an insider's look at Ruby Ann's fellow residents at the 20 lot ""High Chaparral Trailer Park"" in Pangburn, Arkansas. Along with good food and gossip, the reader will come face to face with sex, murder, topless dancing, Baptist ministers, adultery, and political secrets. The fact that Ruby Ann Boxcar has lived her entire life in a trailer, and her updo hairstyle, cat eyed glasses, and blue eye shadow insures the reader she knows what she's talking about when it comes to trailer park living. Her 300-pound figure speaks for itself on the question of her cooking credentials.","Cookbooks, Nonfiction",223,Paperback,"January 01, 2005",,Ruby Ann's Down Home Trailer Park Cookbook,,,,9780806523491,English																																																																																																																											
143,Ruby Ann's Down Home Trailer Park Holiday Cookbook,Ruby Ann Boxcar,4.14,21,1,"The doyenne of the double-wide returns with delicious recipes and juicy gossip for the holidays. No matter what their social standing, readers will be able to celebrate the joy of Spam, government cheese, and delectable dishes like ""Love Me Tender Peanut Butter Banana Fried Ice Cream.""",,320,Paperback,"October 01, 2002",,Ruby Ann's Down Home Trailer Park Holiday Cookbook,,,,9780806523507,English																																																																																																																												
144,Ruby Ann's Down Home Trailer Park BBQin' Cookbook,Ruby Ann Boxcar,4,15,2,"From Publishers Weekly:Free of the restraints of haute cuisine, the Michelin guide and roofed kitchens in general, Boxcar weighs in with highly entertaining recipes and helpless hints, straight from her double-wide trailer at the High Chaparral Trailer Park in Pangburn, Ark. It should be noted that the term barbecue, in this context, refers to anything edible that has come into contact with a heat source in the out-of-doors. The results are rarely pretty but make for the kind of entertaining reading often associated with milk coming out of one's nose. The necessity for a third volume of such dвЂљtritus-blanc delicacies (Ruby Anne's Down Home Trailer Park Cookbook started the wheels rolling) was brought about not by the public's overwhelming demand but rather, as the author suggests, by a scarcity of government-surplus cheese, which was a staple of so many of her previous creations: budget-conscious chefs will have to dole out for Velveeta this time around to fill their Armadillo Eggs (a.k.a. stuffed jalapenos). Other frights from the cupboard show up in Billy Bob's Kabobs, a skewer full of Spam and bell peppers. Yes, one could try their hand at El Wienie Mexicano, which takes taco seasoning to a place it best ought not to go, but the better bet is to hit the Taco Bell drive-thru and then settle in with the trailer park updates and cooking tips that bookend the Pork Entombed Trout and the Born-Again Baked Beans. It is here that one discovers how to cook in a lightning storm (""send someone else out to flip the burgers"") and that 57-year-old Donna Sue, over in Lot #6, is still headlining at the Blue Whale Strip Club. Copyright 2003 Reed Business Information, Inc.",,206,Paperback,"January 01, 2005",,Ruby Ann's Down Home Trailer Park BBQin' Cookbook,,,,9780806525365,English																																																																																																																												
145,Ruby Cookbook,Lucas Carlson,3.87,195,6,"Do you want to push Ruby to its limits? The Ruby Cookbook is the most comprehensive problem-solving guide to today's hottest programming language. It gives you hundreds of solutions to real-world problems, with clear explanations and thousands of lines of code you can use in your own projects.From data structures and algorithms, to integration with cutting-edge technologies, the Ruby Cookbook has something for every programmer. Beginners and advanced Rubyists alike will learn how to program Strings and numbers Arrays and hashes Classes, modules, and namespaces Reflection and metaprogramming XML and HTML processing Ruby on Rails (including Ajax integration) Databases Graphics Internet services like email, SSH, and BitTorrent Web services Multitasking Graphical and terminal interfacesIf you need to write a web application, this book shows you how to get started with Rails. If you're a system administrator who needs to rename thousands of files, you'll see how to use Ruby for this and other everyday tasks. You'll learn how to read and write Excel spreadsheets, classify text with Bayesian filters, and create PDF files. We've even included a few silly tricks that were too cool to leave out, like how to blink the lights on your keyboard.The Ruby Cookbook is the most useful book yet written about Ruby. When you need to solve a problem, don't reinvent the look it up in the Cookbook.","Programming, Coding, Computers, Software, Technology, Nonfiction, Reference, Computer Science, Technical",0,Paperback,"January 01, 2001",,Ruby Cookbook,,,,9780596003241,English																																																																																																																												
146,Ruby's Low-Fat Soul Food Cookbook,Ruby Banks-Payne,4.8,5,0,"Enjoy the best of America's traditional soul food cuisine made the healthy way. With ""Ruby's Low-Fat Soul Food Cookbook,"" you can cook up mouthwatering southern dishes including soups, stews, gumbos, salads, main courses, vegetables, sauces, biscuits and breads, desserts, and beverages. Each recipe is a delectable, satisfying celebration of our rich African-American culinary heritage--and, because each recipe contains only a fraction of the fat, cholestrol, and sodium found in other soul food recipes, these dishes noursh the body as well as the soul.",,192,Paperback,"January 01, 1996",,Ruby's Low-Fat Soul Food Cookbook,,,,9780809231539,English																																																																																																																												
147,Rails Cookbook: Recipes for Rapid Web Development with Ruby,Rob Orsini,3.52,64,1,"Rails Cookbook is packed with the solutions you need to be a proficient developer with Rails, the leading framework for building the new generation of Web 2.0 applications. Recipes range from the basics, like installing Rails and setting up your development environment, to the latest techniques, such as developing RESTful web services.With applications that are code light, feature-full and built to scale quickly, Rails has revolutionized web development. The Rails Cookbook addresses scores of real-world challenges	 each one includes a tested solution, plus a discussion of how and why it works, so that you can adapt the techniques to similar situations. Topics Whether you're new to Rails or an experienced developer, you'll discover ways to test, debug and secure your applications, incorporate Ajax, use caching to improve performance, and put your application into production. Want to get ahead of the Web 2.0 curve? This valuable cookbook will save you hundreds of hours when developing applications with Rails.","Reference, Programming",541,Paperback,"January 16, 2007",,Rails Cookbook: Recipes for Rapid Web Development with Ruby,,,,9780596527310,English																																																																																																																											
148,"Ruby Slippers Cookbook: Life, Culture, Family & Food after Katrina",Amy Cyrex Sins,4.18,11,1,"After hurricane Katrina, many thought the ability to enjoy fine New Orleans style cooking might be gone forever. Fortunately, the culinary experience tourists and locals alike expect from New Orleans and South Louisiana has been captured in an elegant new cookbook. Titled Ruby Slippers Cookbook: Life, Culture, Family and Food After Katrina, the 232-page coffee table style volume is now available for sale online, enabling food lovers the opportunity to enjoy fabulous New Orleans and Louisiana style cuisine at home while also helping a good cause. New Orleans resident and emerging author, Amy Cyrex Sins, is supporting the Coalition to Restore Coastal Louisiana through her full size, four-color, hardbound cookbook. AmyвЂ™s has included her personal journey after the floodwaters ravaged her home, as well as, stories from people she has met along the way. Included throughout the book are interesting facts about life in New Orleans. While pairing both traditional and inventive menus with heartwarming stories from rescue workers, residents and friends of the region, Amy creates a book truly capturing life in New Orleans and South Louisiana both before and after Katrina. Ruby Slippers not only offers over 140 family recipes from throughout Louisiana, but also several recipes from 14 of New OrleansвЂ™ finest restaurants. The menus are sure to keep readers busy entertaining family and friends with traditional New Orleans dishes and a few new family favorites. AmyвЂ™s book is filled with lavish photography, sure to evoke strong emotions, depicting both devastated and untouched areas of the city. Readers will find the book heartbreaking, heartwarming, uplifting all at the same time. The resilience and strength of the people living in the New Orleans area is evident in the pages of Ruby Slippers. AmyвЂ™s book is a small step in the right direction to preserve something all hold dear: life, family, and food that are uniquely New Orleans.",Cookbooks,232,Hardcover,"June 01, 2006",,"Ruby Slippers Cookbook: Life, Culture, Family & Food after Katrina",,,,9780978514709,English																																																																																																																												
149,The Red Hot Cookbook: Create a Culinary Inferno with Flaming Good Recipes from Around the World,Ruby Le Bois,3.75,4,0,"Spices are essential ingredients in every part of the world, used to heat up the most prosaic ingredients and sharpen the appetite. More than 200 tantalizing recipes show how to add fragrant aroma, piquancy or fierce flavor to any dish. From spicy soups to subtly scented desserts, this guide can help readers cater to every taste. More than 600 color photos.",,256,Paperback,"December 01, 2000",,The Red Hot Cookbook: Create a Culinary Inferno With Flaming Good Recipes from Around the World,,,,9781842152980,English																																																																																																																												
151,Anna Karenina,Leo Tolstoy,4.1,937032,43284,"The must-have Pevear and Volokhonsky translation of one of the greatest Russian novels ever writtenDescribed by William Faulkner as the best novel ever written and by Fyodor Dostoevsky as вЂњflawless,вЂќ Anna Karenina tells of the doomed love affair between the sensuous and rebellious Anna and the dashing officer, Count Vronsky. Tragedy unfolds as Anna rejects her passionless marriage and thereby exposes herself to the hypocrisies of society. Set against a vast and richly textured canvas of nineteenth-century Russia, the novel's seven major characters create a dynamic imbalance, playing out the contrasts of city and country life and all the variations on love and family happiness.While previous versions have softened the robust and sometimes shocking qualities of Tolstoy's writing, Pevear and Volokhonsky have produced a translation true to his powerful voice. This authoritative edition, which received the PEN Translation Prize and was an Oprah Book Clubв„ў selection, also includes an illuminating introduction and explanatory notes. Beautiful, vigorous, and eminently readable, this Anna Karenina will be the definitive text for fans of the film and generations to come. This Penguin Classics Deluxe Edition also features French flaps and deckle-edged paper.","Classics, Fiction, Romance, Russia, Historical Fiction, Russian Literature, Literature, Novels, Audiobook, Historical",838,Paperback,"May 31, 2004","Premio literatura rusa en EspaГ±a, Read Russia Prize",РђРЅРЅР° РљР°СЂРµРЅРёРЅР°,,"Russia, Russian Empire","Princess Ekaterina ""Kitty"" Aleksandrovna Shcherbatskaya, Anna Arkadyevna Karenina, Count Aleksei Kirillovich Vronsky, Konstantin ""Kostya"" Dmitrievitch Levin, Prince Stepan ""Stiva"" Arkadyevitch Oblonsky",9780143035008,English																																																																																																																												
152,Anna Karenina,Leo Tolstoy,4.1,937032,43284,"Married to a powerful government minister, Anna Karenina is a beautiful woman who falls deeply in love with a wealthy army officer, the elegant Count Vronsky. Desperate to find truth and meaning in her life, she rashly defies the conventions of Russian society and leaves her husband and son to live with her lover. Condemned and ostracized by her peers and prone to fits of jealousy that alienate Vronsky, Anna finds herself unable to escape an increasingly hopeless situation.Set against this tragic affair is the story of Konstantin Levin, a melancholy landowner whom Tolstoy based largely on himself. While Anna looks for happiness through love, Levin embarks on his own search for spiritual fulfillment through marriage, family, and hard work. Surrounding these two central plot threads are dozens of characters whom Tolstoy seamlessly weaves together, creating a breathtaking tapestry of nineteenth-century Russian society.","Classics, Fiction, Romance, Russia, Historical Fiction, Russian Literature, Literature, Novels, Audiobook, Historical",960,Mass Market Paperback,"November 05, 2002","Premio literatura rusa en EspaГ±a, Read Russia Prize",РђРЅРЅР° РљР°СЂРµРЅРёРЅР°,,"Russia, Russian Empire","Princess Ekaterina ""Kitty"" Aleksandrovna Shcherbatskaya, Anna Arkadyevna Karenina, Count Aleksei Kirillovich Vronsky, Konstantin ""Kostya"" Dmitrievitch Levin, Prince Stepan ""Stiva"" Arkadyevitch Oblonsky",,English																																																																																																																												
153,Anna Karenina,Leo Tolstoy,4.1,937032,43284,"'Everything is finished. I have nothing but you now. Remember that'Anna Karenina seems to have everything - beauty, wealth, popularity and an adored son. But she feels that her life is empty until the moment she encounters the impetuous officer Count Vronsky. Their subsequent affair scandalizes society and family alike and soon brings jealously and bitterness in its wake. Contrasting with this tale of love and self-destruction is the vividly observed story of Levin, a man striving to find contentment and a meaning to his life - and also a self-portrait of Tolstoy himself.","Classics, Fiction, Romance, Russia, Historical Fiction, Russian Literature, Literature, Novels, Audiobook, Historical",838,Paperback,"January 01, 2006","Premio literatura rusa en EspaГ±a, Read Russia Prize",РђРЅРЅР° РљР°СЂРµРЅРёРЅР°,,"Russia, Russian Empire","Princess Ekaterina ""Kitty"" Aleksandrovna Shcherbatskaya, Anna Arkadyevna Karenina, Count Aleksei Kirillovich Vronsky, Konstantin ""Kostya"" Dmitrievitch Levin, Prince Stepan ""Stiva"" Arkadyevitch Oblonsky",9780140449174,English																																																																																																																												
